,energy,atten_length,trans_fract,atten_fract,distribution
0,100,2.5004915694600156e-05,0.0,1.0,8809416.832290107
1,150,3.89591606910935e-05,0.0,1.0,8809416.832290107
2,200,5.833846576556622e-05,0.0,1.0,8809416.832290107
3,250,8.432247541531017e-05,0.0,1.0,8809416.832290107
4,300,0.00011390212968535285,0.0,1.0,8809416.832290107
5,350,0.00015127816326509507,0.0,1.0,8809416.832290107
6,400,0.00019342993282051097,0.0,1.0,8536509.417040262
7,450,0.00024359450375791377,0.0,1.0,8216049.952163551
8,500,0.0002993845319917009,0.0,1.0,7895590.48728684
9,550,0.00036541220470828143,0.0,1.0,7575131.022410128
10,600,0.0004385092084104792,0.0,1.0,7254671.557533417
11,650,0.0005187420777051668,0.0,1.0,7159567.458279683
12,700,0.0006086696864743836,0.0,1.0,7159567.458279683
13,750,8.687112115371673e-05,0.0,1.0,7159567.458279683
14,800,0.00010062024114391561,0.0,1.0,7159567.458279683
15,850,0.00010020982138204391,0.0,1.0,7159567.458279683
16,900,0.00011498944288082147,0.0,1.0,6774130.969512211
17,950,0.00012706033352166785,0.0,1.0,6079448.925803393
18,1000,0.00013968063088841092,0.0,1.0,5384766.882094577
19,1050,0.00015722254235032488,0.0,1.0,4690084.838385759
20,1100,0.0001759953515112871,0.0,1.0,3995402.794676941
21,1150,0.00019602292824845368,0.0,1.0,3583075.388088481
22,1200,0.0002173288568651358,0.0,1.0,3583075.388088481
23,1250,0.0002399360979077104,0.0,1.0,3583075.388088481
24,1300,0.0002638670271529747,0.0,1.0,3583075.388088481
25,1350,0.000289143470773911,0.0,1.0,3583075.388088481
26,1400,0.0003157867372103593,0.0,1.0,3618924.426395776
27,1450,0.0003438176461812948,0.0,1.0,3757839.4498365456
28,1500,0.00037325657545618295,0.0,1.0,3896754.4732773155
29,1550,0.0004059849445648581,0.0,1.0,4035669.4967180854
30,1600,0.0004404030096731427,0.0,1.0,4174584.5201588543
31,1650,0.0004765406444359649,0.0,1.0,4298263.702319024
32,1700,0.0005144272563598388,0.0,1.0,4298263.702319024
33,1750,0.0005540918041482432,0.0,1.0,4298263.702319024
34,1800,0.0005955628137979269,0.0,1.0,4298263.702319024
35,1850,0.0006388683935690786,0.0,1.0,4298263.702319024
36,1900,0.0006840362479370719,0.0,1.0,4298263.702319024
37,1950,0.0007310936906205614,0.0,1.0,4518585.16066731
38,2000,0.0007800678160739787,0.0,1.0,4747778.624049753
39,2050,0.0008326901243172635,0.0,1.0,4976972.087432197
40,2100,0.0008874581600154178,0.0,1.0,5206165.550814643
41,2150,0.0009444044397196967,0.0,1.0,5435359.014197087
42,2200,0.0010035611295675178,0.0,1.0,5478240.37186219
43,2250,0.0010649600541420554,0.0,1.0,5478240.37186219
44,2300,0.0011286327049128326,0.0,1.0,5478240.37186219
45,2350,0.0011946102482901196,0.0,1.0,5478240.37186219
46,2400,0.0012629235333225864,0.0,1.0,5478240.37186219
47,2450,0.001333603099064815,0.0,1.0,5681437.702674108
48,2500,0.0014066791816386905,1.830601415737614e-309,1.0,5987220.093701753
49,2550,0.0014821817210103957,9.766061331614078e-294,1.0,6293002.484729397
50,2600,0.001560140367502706,4.277093475365301e-279,1.0,6598784.875757044
51,2650,0.0016405844880604825,1.908254178843873e-265,1.0,6904567.266784689
52,2700,0.0017235431722856006,1.05263605753424e-252,1.0,7052526.488249679
53,2750,0.001809045238256144,8.54403466029274e-241,1.0,7052526.488249679
54,2800,0.0018971192381433432,1.1936192740968019e-229,1.0,7052526.488249679
55,2850,0.001987793463638616,3.3060759187315923e-219,1.0,7052526.488249679
56,2900,0.0020810959512020054,2.0631571101882234e-209,1.0,7052526.488249679
57,2950,0.0021770544871422496,3.256942550967184e-200,1.0,7172219.502439057
58,3000,0.002275696612538094,1.444649690855176e-191,1.0,7497700.505936491
59,3050,0.0023795879232725164,3.102609932982026e-183,1.0,7823181.509433924
60,3100,0.002486398351216819,2.1473239377729215e-175,1.0,8148662.512931358
61,3150,0.002596159168524471,5.206459695112766e-168,1.0,8474143.516428791
62,3200,0.0027089017698478657,4.772690553376156e-161,1.0,8728228.686900984
63,3250,0.0028246573186414482,1.773329873652344e-154,1.0,8728228.686900984
64,3300,0.0029434567509136625,2.8462147650857485e-148,1.0,8728228.686900984
65,3350,0.003065330778895473,2.0917817609319832e-142,1.0,8728228.686900984
66,3400,0.003190309894629998,7.425976120456189e-137,1.0,8728228.686900984
67,3450,0.003318424373486356,1.3375135778231837e-131,1.0,8750565.784197832
68,3500,0.003449704277601496,1.2786460204340423e-126,1.0,9065315.791562485
69,3550,0.0035841794592527845,6.76318936821171e-122,1.0,9380065.79892714
70,3600,0.0037218795641644426,2.0564996729919936e-117,1.0,9694815.806291794
71,3650,0.003862834034750263,3.724107501513836e-113,1.0,10009565.813656447
72,3700,0.004007072113295199,4.149559215647311e-109,1.0,10324315.821021102
73,3750,0.00415462284507807,2.9320434596563777e-105,1.0,10348683.563526755
74,3800,0.0043055150814373545,1.3510019841939202e-101,1.0,10348683.563526755
75,3850,0.004459777482782179,4.1657878892977416e-98,1.0,10348683.563526755
76,3900,0.0046174385215501665,8.804771256682088e-95,1.0,10348683.563526755
77,3950,0.004778526485114047,1.3043589726148086e-91,1.0,10348683.563526755
78,4000,0.004943069478638158,1.382702652998745e-88,1.0,10563920.987446088
79,4050,0.00511341032847277,1.1682804135541859e-85,1.0,10841935.993341897
80,4100,0.005287387600540279,7.280843919308222e-83,1.0,11119950.999237705
81,4150,0.005465031342255432,3.404983873543435e-80,1.0,11397966.005133511
82,4200,0.0056463714878952,1.2142934490084502e-77,1.0,11675981.011029318
83,4250,0.005831437796054272,3.352099457481781e-75,1.0,11780012.432590332
84,4300,0.006020259851932798,7.263958269907388e-73,1.0,11780012.432590332
85,4350,0.006212867069589971,1.2519119558359862e-70,1.0,11780012.432590332
86,4400,0.0064092886941637525,1.737126704391878e-68,1.0,11780012.432590332
87,4450,0.006609553804057856,1.962997732379861e-66,1.0,11780012.432590332
88,4500,0.006813691313096448,1.825985553359119e-64,1.0,11893702.634204926
89,4550,0.007021729972647111,1.412313791176705e-62,1.0,12131837.51596522
90,4600,0.007233698373712912,9.168918291064366e-61,1.0,12369972.397725519
91,4650,0.0074496249489939045,5.04085069024203e-59,1.0,12608107.279485814
92,4700,0.007669537974918728,2.3664705799666628e-57,1.0,12846242.161246112
93,4750,0.007893465573646879,9.561058664289411e-56,1.0,13006022.985136893
94,4800,0.008121435715041724,3.348982987166658e-54,1.0,13006022.985136893
95,4850,0.00835347621861517,1.0240680329535028e-52,1.0,13006022.985136893
96,4900,0.008589614755444381,2.751601651198561e-51,1.0,13006022.985136893
97,4950,0.008829878850060407,6.536603439390118e-50,1.0,13006022.985136893
98,5000,0.009074296764585045,1.3808611516687474e-48,1.0,13040548.7713514
99,5050,0.009325719557351463,2.694379209883686e-47,1.0,13231673.65932459
100,5100,0.009581472948257215,4.715370597827475e-46,1.0,13422798.547297778
101,5150,0.009841585758872324,7.438637951067415e-45,1.0,13613923.435270963
102,5200,0.010106086652719126,1.0627812457417602e-43,1.0,13805048.32324415
103,5250,0.010375004136201885,1.3813622681505661e-42,1.0,13990007.892250462
104,5300,0.01064836655951432,1.6402876272301946e-41,1.0,13990007.892250462
105,5350,0.01092620211752514,1.7865628220752943e-40,1.0,13990007.892250462
106,5400,0.011208538850642283,1.7916261619797327e-39,1.0,13990007.892250462
107,5450,0.011495404645656881,1.6602204973594254e-38,1.0,13990007.892250462
108,5500,0.011786827236566473,1.426430634707075e-37,1.0,13990007.892250462
109,5550,0.01208283420537904,1.1399951350505291e-36,1.0,14115562.427110368
110,5600,0.012383452982897735,8.500647889840659e-36,1.0,14257613.178229239
111,5650,0.012688710849486745,5.931431767416468e-35,1.0,14399663.929348113
112,5700,0.012998634935819538,3.883504966045669e-34,1.0,14541714.680466987
113,5750,0.013313252223608995,2.3921234600709283e-33,1.0,14683765.431585858
114,5800,0.013632589546320151,1.3896998742713968e-32,1.0,14721340.146397948
115,5850,0.013956673589866648,7.632475288209667e-32,1.0,14721340.146397948
116,5900,0.014285530893289973,3.971878864653727e-31,1.0,14721340.146397948
117,5950,0.014619187849423737,1.962658908644857e-30,1.0,14721340.146397948
118,6000,0.014957671946168798,9.227877576929525e-30,1.0,14721340.146397948
119,6050,0.015303224200733935,4.175612311344896e-29,1.0,15689973.645755317
120,6100,0.015653735089293127,1.8037457469509906e-28,1.0,17339843.89191346
121,6150,0.016009231402236767,7.451549336864936e-28,1.0,18989714.138071626
122,6200,0.016369739774163453,2.9490158432759063e-27,1.0,20639584.384229768
123,6250,0.016735286684067353,1.1198912363355889e-26,1.0,22289454.63038794
124,6300,0.01710589845551154,4.0871387987342743e-26,1.0,23215510.833070274
125,6350,0.01748160125679017,1.4356668193487967e-25,1.0,23215510.833070274
126,6400,0.017862421101077948,4.860663769341747e-25,1.0,23215510.833070274
127,6450,0.018248383846569263,1.5883072894150946e-24,1.0,23215510.833070274
128,6500,0.018639515196604953,5.015726147177807e-24,1.0,23215510.833070274
129,6550,0.019035840699789468,1.5326112510013394e-23,1.0,22787871.41199294
130,6600,0.01943738575009675,4.5367432288967606e-23,1.0,21314891.183837704
131,6650,0.019844175586966883,1.3024564052974176e-22,1.0,19841910.95568244
132,6700,0.020256235295392343,3.630451553497069e-22,1.0,18368930.727527205
133,6750,0.02067358980599555,9.83531093755265e-22,1.0,16895950.49937194
134,6800,0.021096263895096386,2.5922565639781633e-21,1.0,15632038.432632262
135,6850,0.02152428218477191,6.653414627594904e-21,1.0,15632038.432632262
136,6900,0.0219576691429071,1.6645042762312166e-20,1.0,15632038.432632262
137,6950,0.022396449083237353,4.0623705081592466e-20,1.0,15632038.432632262
138,7000,0.02284064616538335,9.680401282305111e-20,1.0,15632038.432632262
139,7050,0.02329028439487816,2.254116909224335e-19,1.0,15632038.432632262
140,7100,0.023745387623186755,5.132921312477509e-19,1.0,45875053.35827016
141,7150,0.0031531496583379268,1.8469473273133065e-138,1.0,76314451.49771139
142,7200,0.003206857322230329,3.742676756600718e-136,1.0,106753849.63715206
143,7250,0.003261120046043581,6.707929374507464e-134,1.0,137193247.77659327
144,7300,0.003315952837176672,1.0684442015146812e-131,1.0,167632645.91603395
145,7350,0.0033713710210337864,1.5192917511659094e-129,1.0,172345843.0473027
146,7400,0.0034273902405848183,1.9369653739133e-127,1.0,172345843.0473027
147,7450,0.003484026456402132,2.2231158918881108e-125,1.0,172345843.0473027
148,7500,0.0035412959471602273,2.305891175052696e-123,1.0,172345843.0473027
149,7550,0.0035992153105852613,2.169416530603054e-121,1.0,172345843.0473027
150,7600,0.0036578014648422754,1.857738753205586e-119,1.0,151360751.9941282
151,7650,0.0037170716503478677,1.452773443356827e-117,1.0,121243260.20485
152,7700,0.0037770434319973458,1.0407465715782072e-115,1.0,91125768.41557127
153,7750,0.0038377347017951734,6.850474279287607e-114,1.0,61008276.62629254
154,7800,0.003899163681878686,4.1548546956531644e-112,1.0,30890784.837014377
155,7850,0.003961348927925261,2.3282064368546535e-110,1.0,17289336.932178542
156,7900,0.004024309332933599,1.2084585634125214e-108,1.0,17289336.932178542
157,7950,0.004088064131370862,5.824348164048125e-107,1.0,17289336.932178542
158,8000,0.004152632903677094,2.6126322205851776e-105,1.0,17289336.932178542
159,8050,0.004218034603380164,1.0931080395273891e-103,1.0,17289336.932178542
160,8100,0.004284272626528203,4.270920622971663e-102,1.0,17144655.653661046
161,8150,0.004351349281988344,1.560077362032552e-100,1.0,16782952.457367305
162,8200,0.004419266791300215,5.333692093581299e-99,1.0,16421249.261073558
163,8250,0.004488027285626058,1.7086598993943427e-97,1.0,16059546.06477981
164,8300,0.004557632803772384,5.134701160612967e-96,1.0,15697842.86848607
165,8350,0.004628085290284851,1.4490700441325244e-94,1.0,15427148.863517843
166,8400,0.0046993865936150745,3.844655749981748e-93,1.0,15427148.863517843
167,8450,0.004771538464356866,9.600518159409112e-92,1.0,15427148.863517843
168,8500,0.004844542553550866,2.258769893243586e-90,1.0,15427148.863517843
169,8550,0.004918400411055452,5.012516198046256e-89,1.0,15427148.863517843
170,8600,0.0049931134839829115,1.0502860269745762e-87,1.0,17686172.80651869
171,8650,0.005068683115199141,2.080098033714986e-86,1.0,39570467.254340015
172,8700,0.005145110541885646,3.897943487183747e-85,1.0,61454761.702160545
173,8750,0.005222396894162651,6.918443361336345e-84,1.0,83339056.14998189
174,8800,0.005300543193772198,1.1642393807546792e-82,1.0,105223350.5978032
175,8850,0.005379550352819891,1.8593936256114678e-81,1.0,127107645.04562452
176,8900,0.005459419172574601,2.821134044089387e-80,1.0,128095968.02068745
177,8950,0.005540150342324583,4.070254529950203e-79,1.0,128095968.02068745
178,9000,0.005621744438289761,5.58960187687182e-78,1.0,128095968.02068745
179,9050,0.005704201922588562,7.31326717518099e-77,1.0,128095968.02068745
180,9100,0.005787523142259026,9.124662135663174e-76,1.0,128095968.02068745
181,9150,0.005871708328332874,1.0866612043824786e-74,1.0,110096164.71461576
182,9200,0.0059567575949620345,1.2363300937798052e-73,1.0,87776408.61508773
183,9250,0.006042670938596831,1.3449996253486558e-72,1.0,65456652.51555888
184,9300,0.006129448237214976,1.4003464728615357e-71,1.0,43136896.416030034
185,9350,0.0062170892496006425,1.3965171197228985e-70,1.0,20817140.316501185
186,9400,0.006305593614673222,1.3351187794882628e-69,1.0,13185223.714726875
187,9450,0.006394960850864569,1.224660029606137e-68,1.0,13185223.714726875
188,9500,0.006485190355544509,1.0786635217619981e-67,1.0,13185223.714726875
189,9550,0.00657628140449405,9.130147319305203e-67,1.0,13185223.714726875
190,9600,0.006668233151424985,7.432436741504772e-66,1.0,13185223.714726875
191,9650,0.006761044627546299,5.823450765841803e-65,1.0,12869398.453197813
192,9700,0.006854714741175815,4.3949436387877745e-64,1.0,12249741.294501515
193,9750,0.0069492422773972,3.197214734179427e-63,1.0,11630084.135805216
194,9800,0.00704462589776138,2.2436326217145905e-62,1.0,11010426.977108918
195,9850,0.007140864140031801,1.519858008272894e-61,1.0,10390769.818412619
196,9900,0.007237955417973377,9.945568281819806e-61,1.0,9994988.794471117
197,9950,0.007335898021183894,6.291144562621953e-60,1.0,9994988.794471117
198,10000,0.007434690114702267,3.849422653817984e-59,1.0,9994988.794471117
199,10050,0.007534327080516985,2.2797843905890284e-58,1.0,9994988.794471117
200,10100,0.0076348151607189664,1.3078831153265322e-57,1.0,9994988.794471117
201,10150,0.007736158010900574,7.273372872548063e-57,1.0,10405713.705326457
202,10200,0.007838359293621385,3.923743328589567e-56,1.0,12334876.165404808
203,10250,0.007941422678415713,2.0547583887369026e-55,1.0,14264038.625483159
204,10300,0.008045351841799803,1.0452154407540315e-54,1.0,16193201.085561514
205,10350,0.008150150467279056,5.1679380679759284e-54,1.0,18122363.545639865
206,10400,0.008255822245354852,2.4852444399650733e-53,1.0,19927063.91151959
207,10450,0.008362370873530832,1.16312862034277e-52,1.0,19927063.91151959
208,10500,0.00846980005631958,5.300935516489647e-52,1.0,19927063.91151959
209,10550,0.008578113505248635,2.3539424125888738e-51,1.0,19927063.91151959
210,10600,0.008687314938866294,1.0190684233276389e-50,1.0,19927063.91151959
211,10650,0.008797408082747477,4.303424695261282e-50,1.0,19927063.91151959
212,10700,0.008908396669498941,1.773622825473595e-49,1.0,18220905.032959715
213,10750,0.009020284438764958,7.13791323676608e-49,1.0,16358548.510587972
214,10800,0.009133075137231895,2.806499745140176e-48,1.0,14496191.988216229
215,10850,0.00924677251863342,1.0785929311583658e-47,1.0,12633835.465844557
216,10900,0.009361380343755145,4.0537639994595886e-47,1.0,10771478.943472814
217,10950,0.00947690238043885,1.4906366575167258e-46,1.0,10338931.622147726
218,11000,0.009593342403587085,5.365330267234318e-46,1.0,10338931.622147726
219,11050,0.00971070419516706,1.8911512434164787e-45,1.0,10338931.622147726
220,11100,0.009828991544214504,6.530555044296142e-45,1.0,10338931.622147726
221,11150,0.00994820824683777,2.210304324731434e-44,1.0,10338931.622147726
222,11200,0.010068358106220853,7.335195387785744e-44,1.0,10056725.405580496
223,11250,0.010189444932627304,2.387832874869821e-43,1.0,9601079.951747976
224,11300,0.01031147254340305,7.627802275435255e-43,1.0,9145434.497915458
225,11350,0.010434444762979502,2.3920187806816938e-42,1.0,8689789.044082955
226,11400,0.010558365422876739,7.366508454714306e-42,1.0,8234143.590250436
227,11450,0.010683238361705776,2.228686829650635e-41,1.0,7993092.446932579
228,11500,0.010809067425171426,6.626452303385547e-41,1.0,7993092.446932579
229,11550,0.010935856466074565,1.9369055542887355e-40,1.0,7993092.446932579
230,11600,0.011063609344314327,5.567729928144205e-40,1.0,7993092.446932579
231,11650,0.011192329926890404,1.5744674452151797e-39,1.0,7993092.446932579
232,11700,0.011322022087904584,4.3814214344346725e-39,1.0,7967031.04533628
233,11750,0.011452689708562894,1.2002144483555613e-38,1.0,7886240.700387749
234,11800,0.011584336677177048,3.2374163421984435e-38,1.0,7805450.355439217
235,11850,0.011716966889166012,8.601305616689803e-38,1.0,7724660.0104906885
236,11900,0.011850584247057134,2.2515597960064712e-37,1.0,7643869.665542157
237,11950,0.011985192660487668,5.808714669197403e-37,1.0,7577152.477455627
238,12000,0.012120796046205412,1.4773225182326646e-36,1.0,7577152.477455627
239,12050,0.012257398328070103,3.704995980365644e-36,1.0,7577152.477455627
240,12100,0.012395003437053692,9.165011180402562e-36,1.0,7577152.477455627
241,12150,0.012533615311241215,2.2367842774168717e-35,1.0,7577152.477455627
242,12200,0.012673237895831432,5.387303663510714e-35,1.0,7577193.592887553
243,12250,0.012813875143136887,1.2808047785946654e-34,1.0,7578786.815874689
244,12300,0.012955531012584271,3.006519084779128e-34,1.0,7580380.038861825
245,12350,0.01309820947071466,6.9697556104252e-34,1.0,7581973.261848961
246,12400,0.01324191449118313,1.596042233073478e-33,1.0,7583566.484836096
247,12450,0.013386650054758975,3.6111278618636096e-33,1.0,7585159.707823232
248,12500,0.013532420149325129,8.074380574763438e-33,1.0,7585355.006124881
249,12550,0.013679228769877922,1.7845859931699304e-32,1.0,7585355.006124881
250,12600,0.013827079918526417,3.899596014544104e-32,1.0,7585355.006124881
251,12650,0.013975977604491902,8.426467448154698e-32,1.0,7585355.006124881
252,12700,0.014125925844106813,1.8009564066574055e-31,1.0,7585355.006124881
253,12750,0.014276928660814127,3.807838972117828e-31,1.0,7581883.17562361
254,12800,0.014428990085166075,7.966283936609032e-31,1.0,7577120.930245759
255,12850,0.014582114154823248,1.6493662314644917e-30,1.0,7572358.684867908
256,12900,0.014736304914552965,3.3802047972107115e-30,1.0,7567596.4394900575
257,12950,0.014891566416228248,6.85823357091488e-30,1.0,7562834.194112207
258,13000,0.01504790271882591,1.3778499331314402e-29,1.0,7560837.123469883
259,13050,0.015205317888425355,2.74149430622102e-29,1.0,7560837.123469883
260,13100,0.015363815998206423,5.403091672386766e-29,1.0,7560837.123469883
261,13150,0.015523401128447755,1.0549675190775282e-28,1.0,7560837.123469883
262,13200,0.015684077366524784,2.041024780973318e-28,1.0,7560837.123469883
263,13250,0.01584584880690752,3.9132633997971265e-28,1.0,7556519.589809675
264,13300,0.016008719551158495,7.436682125495085e-28,1.0,7546531.265670388
265,13350,0.01617269370793021,1.4009898475013668e-27,1.0,7536542.941531101
266,13400,0.01633777539296302,2.6168046482234834e-27,1.0,7526554.617391814
267,13450,0.016503968729082275,4.846762307652461e-27,1.0,7516566.293252527
268,13500,0.01667127784619573,8.903043331181931e-27,1.0,7509413.364352779
269,13550,0.016839706881290953,1.6221557599849068e-26,1.0,7509413.364352779
270,13600,0.017009259978432043,2.932065168221036e-26,1.0,7509413.364352779
271,13650,0.01717994128875713,5.258237022650609e-26,1.0,7509413.364352779
272,13700,0.017351754970474885,9.357276266907138e-26,1.0,7509413.364352779
273,13750,0.01752470518886143,1.6525614251838821e-25,1.0,7507444.884580987
274,13800,0.017698796116256913,2.896807326471548e-25,1.0,7492915.629122513
275,13850,0.017874031932062294,5.040682140557126e-25,1.0,7478386.373664041
276,13900,0.018050416822735674,8.708021547994524e-25,1.0,7463857.118205568
277,13950,0.01822795498178843,1.4936948292249624e-24,1.0,7449327.862747095
278,14000,0.01840665060978182,2.5442931267540348e-24,1.0,7434798.607288622
279,14050,0.018586507914322828,4.304125951111614e-24,1.0,7434611.133024641
280,14100,0.018767531110060427,7.232093749125988e-24,1.0,7434611.133024641
281,14150,0.01894972441868117,1.2071245928473697e-23,1.0,7434611.133024641
282,14200,0.019133092068905257,2.0016858045901384e-23,1.0,7434611.133024641
283,14250,0.01931763829648236,3.297929354048801e-23,1.0,7434611.133024641
284,14300,0.019503367344186624,5.399249345770813e-23,1.0,7419040.132332869
285,14350,0.019690283461812886,8.784481048987362e-23,1.0,7400474.70843114
286,14400,0.01987839090617159,1.4204722770138356e-22,1.0,7381909.284529409
287,14450,0.020067693941084257,2.283104231759032e-22,1.0,7363343.86062768
288,14500,0.020258196837378468,3.647847062304764e-22,1.0,7344778.436725952
289,14550,0.020449903872883157,5.7943695901563645e-22,1.0,7339029.144162835
290,14600,0.02064281933242353,9.1511242536669e-22,1.0,7339029.144162835
291,14650,0.0208369475078157,1.437078978906933e-21,1.0,7339029.144162835
292,14700,0.021032292697861738,2.244208674985785e-21,1.0,7339029.144162835
293,14750,0.02122885920834415,3.485459278091676e-21,1.0,7339029.144162835
294,14800,0.02142665135202034,5.3840367142153496e-21,1.0,7327114.7659830265
295,14850,0.02162567344861735,8.272629708506487e-21,1.0,7305129.9014845705
296,14900,0.02182592982482581,1.264452147206901e-20,1.0,7283145.036986114
297,14950,0.022027424814294563,1.9227350888861665e-20,1.0,7261160.172487658
298,15000,0.022230162757624388,2.908902029400139e-20,1.0,7239175.307989203
299,15050,0.022434152999948446,4.3789435696990406e-20,1.0,7225842.551454655
300,15100,0.022639394351283662,6.559464232355953e-20,1.0,7225842.551454655
301,15150,0.02284589052732751,9.778182118915882e-20,1.0,7225842.551454655
